,date,Open_Price,High_Price,Low_Price,Volume,Close_Price
0,01/08/2002,0.038328861632809505,0.024896265560165973,0.02318707851136458,0.006022979042723372,0.023184066433971317
1,01/09/2002,0.031210644472430597,0.01950207468879668,0.022521022396136875,0.03365652526195637,0.021198987609799682
2,01/10/2002,0.02628264797678366,0.01647302904564315,0.022895678960952463,0.003752766275569729,0.021116275992125854
3,01/11/2002,0.02628264797678366,0.01647302904564315,0.022146365831321287,0.003773670346481653,0.02033051562422458
4,01/14/2002,0.027268247275913055,0.017800829875518676,0.023853134626592297,0.0018912306502540917,0.02243966187490696
5,01/15/2002,0.027049225209439854,0.017178423236514525,0.02322870701856632,0.001971882542427725,0.021198987609799682
6,01/16/2002,0.02792531347533264,0.01701244813278008,0.022479393888935145,0.004910310035993334,0.02062000628608295
7,01/17/2002,0.02737775830914965,0.01784232365145228,0.022354508367329943,0.0044190899246620355,0.022811864154439133
8,01/18/2002,0.027596780375622847,0.016929460580912867,0.022895678960952463,0.005220293385824188,0.0208681411391044
9,01/21/2002,0.026611181076493455,0.016182572614107885,0.022687536424943804,0.0009989999267590866,0.020661362094919856
10,01/22/2002,0.026556425559875158,0.016099585062240667,0.022729164932145534,0.001513884059685058,0.020826785330267494
11,01/23/2002,0.02650167004325686,0.015933609958506227,0.022354508367329943,0.0018179386265677862,0.020247804006550765
12,01/24/2002,0.026556425559875158,0.016390041493775934,0.022312879860128216,0.0012732061381098743,0.02028915981538767
13,01/25/2002,0.025187537644417675,0.015352697095435684,0.02177170926650571,0.001375170982778061,0.020206448197713858
14,01/28/2002,0.02584460384383726,0.015560165975103735,0.02164682374490051,0.0011219710627348545,0.019462043638649486
15,01/29/2002,0.0237091386957236,0.014688796680497928,0.021355424194488392,0.0009228968421922043,0.01983424591818167
16,01/30/2002,0.023818649728960195,0.013941908713692944,0.020814253600865876,0.0005521945773408969,0.018883062314932756
17,01/31/2002,0.02409242731205169,0.014979253112033193,0.02164682374490051,0.0014309833188069633,0.020247804006550765
18,02/01/2002,0.026008870393692166,0.015560165975103735,0.02131379568728665,0.0005620588455218292,0.020082380771203126
19,02/04/2002,0.024639982478234682,0.015103734439834027,0.02181333777370744,0.0006112779660308337,0.019586111065160217
20,02/05/2002,0.02442096041176148,0.014771784232365142,0.02168845225210224,0.0004708271423976622,0.019503399447486393
21,02/06/2002,0.025735092810600668,0.018257261410788383,0.022895678960952463,0.00450965719521443,0.02285321996327605
22,02/07/2002,0.029020423807698627,0.01871369294605809,0.022521022396136875,0.0031561569363157222,0.021571189889331856
23,02/08/2002,0.028199091058424136,0.01867219917012448,0.024269419698609615,0.0005859784181056444,0.023473557095829687
24,02/11/2002,0.030663089306247605,0.01991701244813278,0.026225959537091,0.002004388628246756,0.0244660965079155
25,02/12/2002,0.03153917757214039,0.01975103734439834,0.025976188493880614,0.0008731155095070846,0.02417660584605714
26,02/13/2002,0.030553578273011014,0.01970954356846473,0.02651735908750312,0.001296767939308889,0.02434202908140478
27,02/14/2002,0.03175819963861359,0.020248962655601666,0.027266672217134295,0.0012727461463294164,0.025499991728838232
28,02/15/2002,0.032524776871269784,0.02136929460580913,0.0280576138539672,0.0005203529240936386,0.026533886949760964
29,02/18/2002,0.033948420303345564,0.023070539419087134,0.026392473565897932,0.0008499114796928707,0.027071512464640787
30,02/19/2002,0.03449597546952855,0.02199170124481328,0.02847389892598452,0.0012059451177673511,0.02661659856743479
31,02/20/2002,0.03230575480479658,0.020788381742738588,0.027391557738739497,0.0008662667429980435,0.025334568493490604
32,02/21/2002,0.03257953238788808,0.020954356846473027,0.027724585796353344,0.0010832806429785552,0.025789482390696603
33,02/22/2002,0.03312708755407107,0.02116182572614108,0.027516443260344685,0.0008917707317145473,0.026327107905576415
34,02/25/2002,0.03290806548759787,0.021576763485477178,0.028349013404379318,0.0009689471304358315,0.02661659856743479
35,02/26/2002,0.03455073098614685,0.024107883817427383,0.029389726084422613,0.00161257785169221,0.028767100626954062
36,02/27/2002,0.03723375130044352,0.024481327800829875,0.02997252518524686,0.001822998536152824,0.028270830920911157
37,02/28/2002,0.036357663034550736,0.02381742738589212,0.02664224460910832,0.001525946066372623,0.025169145258142966
38,03/01/2002,0.03340086513716257,0.02257261410788382,0.026892015652318708,0.0006464928923347839,0.027071512464640787
39,03/04/2002,0.035755352351749446,0.023651452282157676,0.02955624011322954,0.0007026629997484867,0.02731964731766224
40,03/05/2002,0.03548157476865795,0.023651452282157676,0.02959786862043127,0.0006759323662840949,0.027485070553009878
41,03/06/2002,0.035372063735421344,0.02298755186721992,0.028973441012405295,0.0012364067956732356,0.02686473342045624
42,03/07/2002,0.03559108580189454,0.023443983402489627,0.029847639663641658,0.0007947635762357411,0.028643033200443344
43,03/08/2002,0.03668619613426053,0.023983402489626562,0.030388810257264177,0.0005897605727449656,0.028932523862301704
44,03/11/2002,0.03668619613426053,0.023651452282157676,0.029098326534010496,0.0005705942485592163,0.0271542240823146
45,03/12/2002,0.03427695340305536,0.021825726141078836,0.027599700274748153,0.0013198697487274455,0.025499991728838232
46,03/13/2002,0.03307233203745278,0.02174273858921162,0.028390641911581048,0.0010496501328072937,0.026368463714413336
47,03/14/2002,0.03367464272025407,0.021825726141078836,0.02847389892598452,0.0006189444957051334,0.0262443962879026
48,03/15/2002,0.03367464272025407,0.02257261410788382,0.028931812505203564,0.0015273771519118255,0.02765049378835752
49,03/18/2002,0.03581010786836774,0.023112033195020743,0.02959786862043127,0.0005643076942262905,0.027733205406031334
50,03/19/2002,0.035317308218803044,0.022614107883817427,0.02851552743318625,0.0009509563408001413,0.026409819523250243
51,03/20/2002,0.03449597546952855,0.02199170124481328,0.028390641911581048,0.0005423814193577932,0.02674066599394551
52,03/21/2002,0.03361988720363577,0.02132780082987552,0.02814087086837066,0.000932710000175308,0.02616168467022879
53,03/22/2002,0.03257953238788808,0.02074688796680498,0.027474814753142954,0.000758168674590417,0.02554134753767515
54,03/26/2002,0.03219624377155999,0.020248962655601666,0.02647573058030139,0.0007559198258859556,0.02421796165489405
55,03/27/2002,0.029020423807698627,0.01950207468879668,0.025393389393056368,0.001337042775197877,0.024259317463730955
56,03/28/2002,0.030936866889339103,0.01991701244813278,0.02664224460910832,0.002437138673262063,0.024796942978610778
57,04/01/2002,0.03186771067185018,0.019999999999999997,0.027058529681125636,0.0006561527197244015,0.02512778944930606
58,04/02/2002,0.03132015550566719,0.02029045643153527,0.02680875863791525,0.0006279398905229785,0.02463151974326314
59,04/03/2002,0.030444067239774403,0.019211618257261417,0.025809674465073686,0.0006972964289764769,0.023721691948851143
60,04/04/2002,0.030663089306247605,0.020207468879668046,0.02664224460910832,0.0015594232459503984,0.025293212684653687
61,04/05/2002,0.03279855445436128,0.02074688796680498,0.027433186245941224,0.0008769487743442345,0.02525185687581678
62,04/08/2002,0.03175819963861359,0.020248962655601666,0.02664224460910832,0.0005137085983759122,0.024714231360936964
63,04/09/2002,0.0309916224059574,0.01946058091286307,0.02643410207309966,0.0005157018960912301,0.02434202908140478
64,04/10/2002,0.03175819963861359,0.019999999999999997,0.02664224460910832,0.000535839314035724,0.02525185687581678
65,04/11/2002,0.03236051032141488,0.020622406639004144,0.027474814753142954,0.0006389796932539701,0.025582703346512057
